,Unnamed: 0,Unnamed: 0.1,date,location,text
8120,8172,1021,05 07 2020 13 38,mumbai india,worried finding amazing dress lockdown wedding worry got covered swipe thro
8141,8193,1042,05 07 2020 13 30,mumbai india,rt accompanied sh ji amp sh ji visit 1000 bed sardar vallabhbhai
8188,8240,1089,05 07 2020 13 17,mumbai india,mahilasurakshabaalvikasadhikaran ne aaj bhi mumbai mein ration banta distribution essentials continues
8230,8282,1131,05 07 2020 13 03,mumbai india,covid 19 precautions continue kerala year state govt issues regulations making use face masks com
8290,8342,1191,05 07 2020 12 46,mumbai india,rt india update covid cases mmr cases stable mumbai still increasing satellite towns doubling time mumbai
8310,8362,1211,05 07 2020 12 40,mumbai india,mumbai dharavi area today reporting 12 new covid 19 positive cases total number cases reported far
8333,8385,1234,05 07 2020 12 34,mumbai india,every donation make milkar meaning together atechandrafoundation match
8342,8394,1243,05 07 2020 12 33,mumbai india,rt chennai cases drop today important maintain trend crucial w
8373,8425,1274,05 07 2020 12 24,mumbai india,rt lg anil baijal visits 10 000 bedded sardar patel covid care centre hospital radha soami beas delhi chattarpur
8380,8432,1281,05 07 2020 12 22,mumbai india,former mla serving jail sentence 1984 anti sikh riots case died due covid 19 hospital new delhi
8397,8449,1298,05 07 2020 12 18,india mumbai matunga,rt learned bengaluru 15 600 beds dedicated covid 1000s added anyone questions bed shortage
8402,8454,1303,05 07 2020 12 17,mumbai india,rt watch farmers karnataka threw 100 litres milk express anger dairy selling
8430,8482,1331,05 07 2020 12 09,mumbai india,coronagarden bandrabazar constable anil kamble died covid cottage next filthy
8465,8517,1366,05 07 2020 11 51,mumbai india,rt accompanied sh ji amp sh ji visit 1000 bed sardar vallabhbhai
8472,8524,1373,05 07 2020 11 47,mumbai india,rt watch farmers karnataka threw 100 litres milk express anger dairy selling
8476,8528,1377,05 07 2020 11 45,mumbai india,rt good news share intelligent use ai launching soon covid swiftgroup simple whatsapp based image interpretation
8492,8544,1393,05 07 2020 11 38,mumbai india,rt let work priority deal covid aaditya thackeray opposition criticism htt
8535,8587,1436,05 07 2020 11 24,mumbai india,rt accompanied sh ji amp sh ji visit 1000 bed sardar vallabhbhai
8575,8627,1476,05 07 2020 11 03,navi mumbai india,update covid cases mmr cases stable mumbai still increasing satellite towns doubling time
8576,8628,1477,05 07 2020 11 02,mumbai india,rt tune hear colleague varma podcast india manage labour crisis
8586,8638,1487,05 07 2020 10 59,mumbai india,rt learned bengaluru 15 600 beds dedicated covid 1000s added anyone questions bed shortage
8620,8672,1521,05 07 2020 10 38,mumbai india,curiosity across nation almost emergency ppl r hardly coming hv restricted everything includu
8634,8686,1535,05 07 2020 10 34,mumbai india,rt watch farmers karnataka threw 100 litres milk express anger dairy selling
8639,8691,1540,05 07 2020 10 31,mumbai india,rt drdo assistance tatasons set 1000 bed covid hospital 250 icu beds record 11 days near
8645,8697,1546,05 07 2020 10 30,mumbai india,way interact work together changed prioritize personal safety aim achieve business con
8663,8715,1564,05 07 2020 10 25,mumbai india,rt thumbri karnataka covid19 update bangalore international exhibition centre tumkur road converted indi
8693,8745,1594,05 07 2020 10 15,mumbai india,rt learned bengaluru 15 600 beds dedicated covid 1000s added anyone questions bed shortage
8704,8756,1605,05 07 2020 10 13,ahmedabad mumbai india,rt thumbri karnataka covid19 update bangalore international exhibition centre tumkur road converted indi
8725,8777,1626,05 07 2020 10 07,mumbai india,rt watch farmers karnataka threw 100 litres milk express anger dairy selling
8759,8811,1660,05 07 2020 09 50,mumbai india,rt fast tracking covid vaccine india entail join us discuss w amp shahid jameel pl
8808,8860,1709,05 07 2020 09 38,mumbai india,rt watch farmers karnataka threw 100 litres milk express anger dairy selling
8857,8909,1758,05 07 2020 09 26,mumbai india,rt accompanied sh ji amp sh ji visit 1000 bed sardar vallabhbhai
8861,8913,1762,05 07 2020 09 24,mumbai india,rt watch farmers karnataka threw 100 litres milk express anger dairy selling
8905,8957,1806,05 07 2020 09 07,mumbai india,covid 19 chinese virus boycott china boycott chinese things china covid chineseappsblocked
8952,9004,1853,05 07 2020 08 51,mumbai india,rt result coordinated steps taken india along states uts containment amp management covid 19
8954,9006,1855,05 07 2020 08 51,mumbai india,rt india diagnosis amp treatment malaria non covid essential service available free cost non covid government h
8984,9036,1885,05 07 2020 08 38,mumbai india,rt high tests per million undertaken delhi must emulated states critical states must
8992,9044,1893,05 07 2020 08 36,mumbai india,rt also one sad reality 85 households delhi ncr battle dip income survey via
8993,9045,1894,05 07 2020 08 35,mumbai india,rt pls listen doctors god sake need delhi covid centres need icu beds
9015,9067,1916,05 07 2020 08 29,mumbai india,rt accompanied sh ji amp sh ji visit 1000 bed sardar vallabhbhai
9024,9076,1925,05 07 2020 08 26,mumbai india,rt accompanied sh ji amp sh ji visit 1000 bed sardar vallabhbhai
9042,9094,1943,05 07 2020 08 22,mumbai india,dr david nabarro special envoy best macro level interviews
9058,9110,1959,05 07 2020 08 17,mumbai india,rt presented book tale two drops dr ofrin book contains personal experiences along
9076,9128,1977,05 07 2020 08 13,india mumbai,rt many elderly people died old age homes sad covid
9080,9132,1981,05 07 2020 08 13,mumbai india,rt accompanied sh ji amp sh ji visit 1000 bed sardar vallabhbhai
9133,9185,2034,05 07 2020 08 02,mumbai india,rt onthisday meet scientist sir isaac newton reach us nuclearpower nuclearenergy ever
9134,9186,2035,05 07 2020 08 01,mumbai india,rt afwa mukkam area committee donated smartphones needy people online classes going covid 19 pan
9145,9197,2046,05 07 2020 07 59,mumbai india,birthday special watch new horror video youtube amansaw gurupoornima guru
9154,9206,2055,05 07 2020 07 58,mulund mumbai india,rt wow 1000 bed hospital built drdo covid care
9156,9208,2057,05 07 2020 07 57,mumbai india,happy guru purnima gurus seniors family friends keep showing us right way
9187,9239,2088,05 07 2020 07 50,mumbai india,rt breaking coronawarrior whistleblower doctor alarmed bad quality ppe kits masks tests covid positive
9221,9273,2122,05 07 2020 07 40,mumbai india,rt breaking coronawarrior whistleblower doctor alarmed bad quality ppe kits masks tests covid positive
9241,9293,2142,05 07 2020 07 32,mumbai india,rt afwa mukkam area committee donated smartphones needy people online classes going covid 19 pan
9254,9306,2155,05 07 2020 07 26,mumbai india,rt high tests per million undertaken delhi must emulated states critical states must
9274,9326,2175,05 07 2020 07 20,mumbai india,rt wow 1000 bed hospital built drdo covid care
9286,9338,2187,05 07 2020 07 18,mumbai india,practice zero contact delivery ensure tat tvam asi family stays safe healthy times
9313,9365,2214,05 07 2020 07 06,mumbai india,rt covid 19 euthanise beast exaggeration new indian express expose promoting nemesis numbers bharat
9319,9371,2220,05 07 2020 07 03,navi mumbai india,rt exactly maharashtra needs right covid outbreak spreading hospital beds ventilators sala
9355,9407,2256,05 07 2020 06 50,mumbai india,banning chinese products news debates easy real life challenge startups india
9394,9446,2295,05 07 2020 06 35,mumbai india,rt poaching illegal trade could lead next pandemic times india covid c
9398,9450,2299,05 07 2020 06 31,120 udyog bhavan sonawal road goregaon east mumbai 400063 india,observed evolution covid 19 closely patients dr dhaval bhatt explains etiology
9400,9452,2301,05 07 2020 06 30,mumbai india,observed evolution covid 19 closely patients dr dhaval bhatt explains etiology
9409,9461,2310,05 07 2020 06 28,mumbai india,rt high tests per million undertaken delhi must emulated states critical states must
9434,9486,2335,05 07 2020 06 19,mumbai india,rt sid coorg mini scotland india orkut pvsindhu kanyewest sundayvibes mumbairains rains coronavirus happygurupur
9440,9492,2341,05 07 2020 06 18,mumbai india,rt sid coorg mini scotland india orkut pvsindhu kanyewest sundayvibes mumbairains rains coronavirus happygurupur
9443,9495,2344,05 07 2020 06 17,mumbai india,rt sid coorg mini scotland india orkut pvsindhu kanyewest sundayvibes mumbairains rains coronavirus happygurupur
9447,9499,2348,05 07 2020 06 16,mumbai india,coorg mini scotland india orkut pvsindhu kanyewest sundayvibes mumbairains rains coronavirus
9452,9504,2353,05 07 2020 06 14,mumbai india,rt hello urgently need plasma blood group covid recovered patient treated corona neg
9458,9510,2359,05 07 2020 06 11,mumbai india,rt hello urgently need plasma blood group covid recovered patient treated corona neg
9468,9520,2369,05 07 2020 06 04,navi mumbai india,kids born 2020 legit say parents best friend covid 2020sofar sundayvibes
9497,9549,2398,05 07 2020 05 51,mumbai india,rt hello urgently need plasma blood group covid recovered patient treated corona neg
9520,9572,2421,05 07 2020 05 42,mumbai india,rt hello urgently need plasma blood group covid recovered patient treated corona neg
9553,9605,2454,05 07 2020 05 26,mumbai india,rt delhi lg anil baijal inaugurated 10 000 bed sardar patel covid care centre largest kind world radha
9558,9610,2459,05 07 2020 05 24,mumbai india,rt death print amp paper going fast tracked like never pricing businesses dependent printing writi
9598,9650,2499,05 07 2020 05 07,mumbai india,rt let strength today share least one positive message loved one stay hopeful stay safe ha
9604,9656,2505,05 07 2020 05 04,mumbai india,rt high tests per million undertaken delhi must emulated states critical states must
9665,9717,2566,05 07 2020 04 34,mumbai india,rt high tests per million undertaken delhi must emulated states critical states must
9672,9724,2573,05 07 2020 04 29,mumbai india,rt let strength today share least one positive message loved one stay hopeful stay safe ha
9677,9729,2578,05 07 2020 04 25,usa mumbai india,rt high tests per million undertaken delhi must emulated states critical states must
9702,9754,2603,05 07 2020 04 07,mumbai india,rt best cm country state struggling comes fighting covid today 7074 32500 tests e 21 7
9705,9757,2606,05 07 2020 04 05,mumbai india,todays kids real eye opener healthinsurance medicalexpenses insurance insuranceadvisor hospital trendy
9714,9766,2615,05 07 2020 04 00,mumbai india,let strength today share least one positive message loved one stay hopeful stay
9716,9768,2617,05 07 2020 03 58,mumbai india,rt exactly maharashtra needs right covid outbreak spreading hospital beds ventilators sala
9752,9804,2653,05 07 2020 03 29,mumbai india,rt hear reverse engineering covid vaccine india picked announcement date first bas ab vaccine banana n
9769,9821,2670,05 07 2020 03 19,mumbai india,rt exactly maharashtra needs right covid outbreak spreading hospital beds ventilators sala
9771,9823,2672,05 07 2020 03 17,mumbai india,rt effective papa figures must arousing faith disasters covid
9813,9865,2714,05 07 2020 02 32,mumbai india,rt high tests per million undertaken delhi must emulated states critical states must
9827,9879,2728,05 07 2020 02 24,mumbai india,26 student doctors beat covid 19 resume duty via
9848,9900,2749,05 07 2020 02 03,navi mumbai india,amid covid earthquake assamfloods indochinaborder dispute alia bought one cat please look
9881,9933,2782,05 07 2020 01 26,navi mumbai india,dad 76 years innocently asked since monsoons wash away corona virus wish th
9882,9934,2783,05 07 2020 01 25,mumbai india,rt thanks appreciating healthcare workers including fearless selfless indian americans c
9893,9945,2794,05 07 2020 01 06,mumbai india,rt exactly maharashtra needs right covid outbreak spreading hospital beds ventilators sala
9894,9946,2795,05 07 2020 01 06,mumbai india,rt exactly maharashtra needs right covid outbreak spreading hospital beds ventilators sala
9912,9964,2813,05 07 2020 00 05,mumbai india,rt shah today attended online meeting nyc discussed covid 19 pandemic presence
9971,10023,60,04 07 2020 20 13,mumbai india,rt exactly maharashtra needs right covid outbreak spreading hospital beds ventilators sala
9975,10027,64,04 07 2020 20 09,mumbai india,rt exactly maharashtra needs right covid outbreak spreading hospital beds ventilators sala
10005,10057,94,04 07 2020 19 25,mumbai india,rt fadnavis visited panvel covid hospital reviewed situation hospital officials panvel infection rate positivity rate
10011,10063,100,04 07 2020 19 18,mumbai india,shook hands w uncle 2 weeks back tested covid positive thike guys good lasted ab
10013,10065,102,04 07 2020 19 15,mumbai india,rt exactly maharashtra needs right covid outbreak spreading hospital beds ventilators sala
10018,10070,107,04 07 2020 19 12,navi mumbai india,rt covid 19 moved circular economy abstract concept helping us cope coronavirus pandemic w
10020,10072,109,04 07 2020 19 10,mumbai india,rt mirchi amp mime madeira amp mime wonderful restaurants powai employed cheerful speciallyabled people
10021,10073,110,04 07 2020 19 07,navi mumbai india,rt high tests per million undertaken delhi must emulated states critical states must
10025,10077,114,04 07 2020 19 04,mumbai india,rt effective papa figures must arousing faith disasters covid
10030,10082,119,04 07 2020 19 01,mumbai india,rt explainer repurposed drugs drugs given covid proven efficacy rcts unpr
10039,10091,128,04 07 2020 18 53,mumbai india,rt high tests per million undertaken delhi must emulated states critical states must
10044,10096,133,04 07 2020 18 49,mumbai india,rt high tests per million undertaken delhi must emulated states critical states must
10074,10126,163,04 07 2020 18 23,mumbai india,rt exactly maharashtra needs right covid outbreak spreading hospital beds ventilators sala
10082,10134,171,04 07 2020 18 18,mumbai india,rt fadnavis visited panvel covid hospital reviewed situation hospital officials panvel infection rate positivity rate
10097,10149,186,04 07 2020 18 11,mumbai india,rt exactly maharashtra needs right covid outbreak spreading hospital beds ventilators sala
10099,10151,188,04 07 2020 18 10,mumbai india,name bharat trusted another way fill government coffers ref
10130,10182,219,04 07 2020 17 53,navi mumbai india,rt 22 000 covid cases far telangana 11 000 reported 10 days required find 11 000 ca
10135,10187,224,04 07 2020 17 45,mumbai india,meghalya mizoram sikkim continue safest covid corners india everything self di
10138,10190,227,04 07 2020 17 44,mumbai india,maharashtra crosses 2lakh mark covid cases today 4 july 2020 mahavinashagahdi
10140,10192,229,04 07 2020 17 43,mumbai india,rt exactly maharashtra needs right covid outbreak spreading hospital beds ventilators sala
10148,10200,237,04 07 2020 17 37,mumbai india,rt exactly maharashtra needs right covid outbreak spreading hospital beds ventilators sala
10157,10209,246,04 07 2020 17 33,mumbai india,rt dalai lama leader peaceful buddhists terrorist chinazi biggest terroist world
10162,10214,251,04 07 2020 17 29,mumbai india,rt exactly maharashtra needs right covid outbreak spreading hospital beds ventilators sala
10170,10222,259,04 07 2020 17 25,mumbai india,rt thousands people moved bengaluru saturday fearing surge covid cases amp another lockdown h
10171,10223,260,04 07 2020 17 24,mumbai india,rt fadnavis visited panvel covid hospital reviewed situation hospital officials panvel infection rate positivity rate
10189,10241,278,04 07 2020 17 03,mumbai india,rt heartening see karyakartas across india working tirelessly challenging times amid covid
10201,10253,290,04 07 2020 16 57,mumbai india,day india recorded single highest spike corona cases well practic
10217,10269,306,04 07 2020 16 52,mumbai india,rt heartening see karyakartas across india working tirelessly challenging times amid covid
10234,10286,323,04 07 2020 16 48,mumbai india,rt covid mulund tward board update 04 07 2020 indiafightscorona stayhome staysafe
10237,10289,326,04 07 2020 16 46,mumbai india,rt exactly maharashtra needs right covid outbreak spreading hospital beds ventilators sala
10240,10292,329,04 07 2020 16 44,mumbai india,rt shameful indianarmy justify use additional space accommodate injured sighting covid protocols
10244,10296,333,04 07 2020 16 42,mumbai india,rt fadnavis visited panvel covid hospital reviewed situation hospital officials panvel infection rate positivity rate
10248,10300,337,04 07 2020 16 39,mumbai india,rt thousands people moved bengaluru saturday fearing surge covid cases amp another lockdown h
10278,10330,367,04 07 2020 16 27,mumbai india,rt general hospital leh also designated covid hospital patients beds spaced amp additional area
10279,10331,368,04 07 2020 16 27,mumbai india,people think hoax cool get covid19 spend day covid
10287,10339,376,04 07 2020 16 24,mumbai india,rt nacpositivenews amid covid 19 crisis 394 226 people previously tested positive fought amp recovered pandemic
10288,10340,377,04 07 2020 16 24,mumbai india,rt nationalism drugs public interest remdesivir beyond post looks us recent announcement buying
10313,10365,402,04 07 2020 16 11,mumbai india,rt know admission process fee structure covid sevenhillshos
10323,10375,412,04 07 2020 16 05,mumbai india,rt karnataka govt reduced random testing see rise number covid cases cover fai
10361,10413,450,04 07 2020 15 48,mumbai india,rt exactly maharashtra needs right covid outbreak spreading hospital beds ventilators sala
10365,10417,454,04 07 2020 15 46,navi mumbai india,rt wife killing innocent husband yet feminists making victims 9pm9minutes feminismiscoronavirus 9
10367,10419,456,04 07 2020 15 45,mumbai india,alert resident chedda road dedia niwas dombivali e captured people r moving
10373,10425,462,04 07 2020 15 41,mumbai india,rt way nhs work wear ppe amp single patients waiting room protect 7 45am amp pass
10405,10457,494,04 07 2020 15 29,navi mumbai india,rt exactly maharashtra needs right covid outbreak spreading hospital beds ventilators sala
10412,10464,501,04 07 2020 15 26,navi mumbai india,rt peraje karnataka govt lost credibility humanity handling covid death cases today haveri health dept people
10415,10467,504,04 07 2020 15 24,mumbai india,rt shk request hon ble health minister shri rajesh tope ji visited bncmc monitor current situation covid bhiwand
10418,10470,507,04 07 2020 15 23,india mh mumbai bombay mumbai,rt karnataka 1839 new covid positive cases reported last 24 hours 439 patients discharged various hospit
10428,10480,517,04 07 2020 15 18,mumbai india,punjab chief minister amarinder singh announced university college exams state cancelled due
10485,10537,574,04 07 2020 14 48,mumbai india,rt sdgs necessary impossible let work together recoverbetter covid pandemic amp
10499,10551,588,04 07 2020 14 45,mumbai india,rt exactly maharashtra needs right covid outbreak spreading hospital beds ventilators sala
10621,10673,710,04 07 2020 13 49,mumbai india,rt shameful indianarmy justify use additional space accommodate injured sighting covid protocols
10639,10691,728,04 07 2020 13 43,mumbai india,kerala records highest single day spike 240 new covid 19 cases taking total 5 204 reports pti quoting stat
10646,10698,735,04 07 2020 13 42,navi mumbai india,rt exactly maharashtra needs right covid outbreak spreading hospital beds ventilators sala
10655,10707,744,04 07 2020 13 40,mumbai india,237 personnel maharashtrapolice test covid19 positive
10670,10722,759,04 07 2020 13 35,mumbai india,rt icymi mmr towns sought protection may 70 per cent cases comprised essential workers commuting
10675,10727,764,04 07 2020 13 32,mumbai nagaur jalna india,rt took part prime minister ji interaction karyakartas selfless service nat
10685,10737,774,04 07 2020 13 29,mumbai india,rt mirchi amp mime madeira amp mime wonderful restaurants powai employed cheerful speciallyabled people
10696,10748,785,04 07 2020 13 27,mumbai india,rt fadnavis visited panvel covid hospital reviewed situation hospital officials panvel infection rate positivity rate
10739,10791,828,04 07 2020 13 15,mumbai india,rt exactly maharashtra needs right covid outbreak spreading hospital beds ventilators sala
10742,10794,831,04 07 2020 13 14,mumbai india,rt general hospital leh also designated covid hospital patients beds spaced amp additional area
10753,10805,842,04 07 2020 13 12,mumbai india,today attended online meeting nyc discussed covid 19 pandemic presence
10848,10900,937,04 07 2020 12 48,mumbai india,rt morarji ration distribution work mumbai mahilasurakshabaalvikaasadhikaran r continually working cov
10851,10903,940,04 07 2020 12 45,mumbai india,justnow nashikkar thakkar dom ready 350 covid centre nmc
10854,10906,943,04 07 2020 12 44,mumbai india,rt bhiwandi emerged covid hotspot turning maharashtra newest challenge 17 covid19
10893,10945,982,04 07 2020 12 29,mumbai india,rt general hospital leh also designated covid hospital patients beds spaced amp additional area
10898,10950,987,04 07 2020 12 27,mumbai india,icmr said process expedite clinical trial potential covid 19 vaccine exactly acco
10908,10960,997,04 07 2020 12 24,mumbai india,rt mirchi amp mime madeira amp mime wonderful restaurants powai employed cheerful speciallyabled people
10918,10970,1007,04 07 2020 12 20,mumbai india,icymi mmr towns sought protection may 70 per cent cases comprised essential workers comm
10930,10982,1019,04 07 2020 12 15,mumbai india,rt general hospital leh also designated covid hospital patients beds spaced amp additional area
10971,11023,1060,04 07 2020 11 58,mumbai india,ration distribution work mumbai mahilasurakshabaalvikaasadhikaran r continually working
11007,11059,1096,04 07 2020 11 46,mumbai india,rt general hospital leh also designated covid hospital patients beds spaced amp additional area
11024,11076,1113,04 07 2020 11 38,mumbai india,rt general hospital leh also designated covid hospital patients beds spaced amp additional area
11025,11077,1114,04 07 2020 11 37,mumbai india,rt anishaj new debate around bharat biotech potential covid 19 vaccine tentative launch date top mind
11036,11088,1125,04 07 2020 11 34,mumbai india,glad worry finding kaali peeli ola uber surge fee last moment flight cancella
11037,11089,1126,04 07 2020 11 33,mumbai india,rt icmr says developing covid vaccine per globally accepted norms fast tracking amp based drug developed bharat bi
11044,11096,1133,04 07 2020 11 31,mumbai india,new debate around bharat biotech potential covid 19 vaccine tentative launch date top
11051,11103,1140,04 07 2020 11 29,ahmedabad mumbai india,rt prime minister addressing karyakartas selfless service nation covid pand
11084,11136,1173,04 07 2020 11 12,mumbai india,rt general hospital leh also designated covid hospital patients beds spaced amp additional area
11093,11145,1182,04 07 2020 11 09,mumbai india,rt watch dr inder maurya speaking increase covid cases maharashtra delhi
11116,11168,1205,04 07 2020 10 55,mumbai india,rt fadnavis visited panvel covid hospital reviewed situation hospital officials panvel infection rate positivity rate
11129,11181,1218,04 07 2020 10 49,navi mumbai india,cares brought internet banking hdfcbank also involved insured community sh
11133,11185,1222,04 07 2020 10 47,mumbai india,rt general hospital leh also designated covid hospital patients beds spaced amp additional area
11144,11196,1233,04 07 2020 10 40,mumbai india,rt general hospital leh also designated covid hospital patients beds spaced amp additional area
11146,11198,1235,04 07 2020 10 40,mumbai india,rt shameful indianarmy justify use additional space accommodate injured sighting covid protocols
11203,11255,1292,04 07 2020 10 16,navi mumbai india,rt fadnavis visited panvel covid hospital reviewed situation hospital officials panvel infection rate positivity rate
11219,11271,1308,04 07 2020 10 07,mumbai india,rt bhiwandi emerged covid hotspot turning maharashtra newest challenge 17 covid19
11230,11282,1319,04 07 2020 10 02,mumbai india,rt bhiwandi emerged covid hotspot turning maharashtra newest challenge 17 covid19
11234,11286,1323,04 07 2020 10 00,mumbai gujarat india,rt fadnavis visited panvel covid hospital reviewed situation hospital officials panvel infection rate positivity rate
11236,11288,1325,04 07 2020 09 59,mumbai india,rt fadnavis visited panvel covid hospital reviewed situation hospital officials panvel infection rate positivity rate
11237,11289,1326,04 07 2020 09 59,nagpur india mumbai,rt fadnavis visited panvel covid hospital reviewed situation hospital officials panvel infection rate positivity rate
11250,11302,1339,04 07 2020 09 56,mumbai india,rt fadnavis visited panvel covid hospital reviewed situation hospital officials panvel infection rate positivity rate
11252,11304,1341,04 07 2020 09 55,mumbai india,rt fadnavis visited panvel covid hospital reviewed situation hospital officials panvel infection rate positivity rate
11265,11317,1354,04 07 2020 09 50,mumbai india,rt fadnavis visited panvel covid hospital reviewed situation hospital officials panvel infection rate positivity rate
11285,11337,1374,04 07 2020 09 45,mumbai india,rt general hospital leh also designated covid hospital patients beds spaced amp additional area
11298,11350,1387,04 07 2020 09 41,mumbai india,rt shameful indianarmy justify use additional space accommodate injured sighting covid protocols
11308,11360,1397,04 07 2020 09 39,mumbai india,u hatemongers never positive anything hope proven effective
11322,11374,1411,04 07 2020 09 36,mumbai india,rt general hospital leh also designated covid hospital patients beds spaced amp additional area
11324,11376,1413,04 07 2020 09 34,mumbai india,rt fadnavis visited panvel covid hospital reviewed situation hospital officials panvel infection rate positivity rate
11332,11384,1421,04 07 2020 09 32,mumbai india,follow instagood covid follow like standupcomedyshow
11336,11388,1425,04 07 2020 09 30,mumbai india,rt jaiswal readerscommunity looking read something love loss lockdown free next 48 hours amazon kindle
11338,11390,1427,04 07 2020 09 30,mumbai india,rt general hospital leh also designated covid hospital patients beds spaced amp additional area
11340,11392,1429,04 07 2020 09 30,mumbai india,rt fadnavis visited panvel covid hospital reviewed situation hospital officials panvel infection rate positivity rate
11360,11412,1449,04 07 2020 09 22,mumbai india,rt general hospital leh also designated covid hospital patients beds spaced amp additional area
11367,11419,1456,04 07 2020 09 20,mumbai india,rt general hospital leh also designated covid hospital patients beds spaced amp additional area
11373,11425,1462,04 07 2020 09 15,navi mumbai india,rt fast tracking covid vaccine independence day announcement sitaram yechury
11385,11437,1474,04 07 2020 09 11,mumbai india,rt fast tracking covid vaccine independence day announcement sitaram yechury
11425,11477,1514,04 07 2020 08 59,mumbai india,rt tune hear colleague varma podcast india manage labour crisis
11442,11494,1531,04 07 2020 08 56,mumbai india,rt general hospital leh also designated covid hospital patients beds spaced amp additional area
11446,11498,1535,04 07 2020 08 55,mumbai india,rt fadnavis visited panvel covid hospital reviewed situation hospital officials panvel infection rate positivity rate
11459,11511,1548,04 07 2020 08 51,mumbai india,rt general hospital leh also designated covid hospital patients beds spaced amp additional area
11469,11521,1558,04 07 2020 08 48,mumbai india,rt hello urgently need plasma blood group covid recovered patient treated corona neg
11480,11532,1569,04 07 2020 08 46,mumbai india,rt sooner realize digitalfutureishere better one might stage career profession b
11481,11533,1570,04 07 2020 08 46,mumbai india,rt sooner realize digitalfutureishere better one might stage career profession b
11482,11534,1571,04 07 2020 08 46,mumbai india,rt sooner realize digitalfutureishere better one might stage career profession b
11483,11535,1572,04 07 2020 08 45,mumbai india,rt sooner realize digitalfutureishere better one might stage career profession b
11486,11538,1575,04 07 2020 08 45,mumbai india,rt sooner realize digitalfutureishere better one might stage career profession b
11490,11542,1579,04 07 2020 08 45,mumbai india,rt sooner realize digitalfutureishere better one might stage career profession b
11491,11543,1580,04 07 2020 08 45,mumbai india,rt sooner realize digitalfutureishere better one might stage career profession b
11492,11544,1581,04 07 2020 08 45,mumbai india,rt sooner realize digitalfutureishere better one might stage career profession b
11493,11545,1582,04 07 2020 08 44,mumbai india,rt sooner realize digitalfutureishere better one might stage career profession b
11494,11546,1583,04 07 2020 08 44,mumbai india,rt sooner realize digitalfutureishere better one might stage career profession b
11508,11560,1597,04 07 2020 08 42,mumbai india,rt fadnavis visited panvel covid hospital reviewed situation hospital officials panvel infection rate positivity rate
11513,11565,1602,04 07 2020 08 39,mumbai india,rt fadnavis visited panvel covid hospital reviewed situation hospital officials panvel infection rate positivity rate
11529,11581,1618,04 07 2020 08 35,mumbai india,rt bhiwandi emerged covid hotspot turning maharashtra newest challenge 17 covid19
11537,11589,1626,04 07 2020 08 32,mulund mumbai india,rt general hospital leh also designated covid hospital patients beds spaced amp additional area
11538,11590,1627,04 07 2020 08 31,mumbai india,maharashtragovt reeling cash crunch money buy govt officials cops covid wa
11600,11652,1689,04 07 2020 08 16,mumbai india,important accept adapt covid mentalhealth stress anxiety arpan arpanwebinars dr nilesh shah 14 14
11601,11653,1690,04 07 2020 08 15,mumbai india,might feel helpless times feel hopeless seek professional support
11602,11654,1691,04 07 2020 08 15,mumbai india,normal feel anxious times take precautions safety covid stress anxiety arpan
11607,11659,1696,04 07 2020 08 14,mumbai india,rt general hospital leh also designated covid hospital patients beds spaced amp additional area
11633,11685,1722,04 07 2020 08 07,india maharashtra mumbai,indiafirst india indiademandscbiforssr covid mirror
11634,11686,1723,04 07 2020 08 07,mumbai india,rt fadnavis visited panvel covid hospital reviewed situation hospital officials panvel infection rate positivity rate
11637,11689,1726,04 07 2020 08 06,mumbai india,rt general hospital leh also designated covid hospital patients beds spaced amp additional area
11660,11712,1749,04 07 2020 08 00,mumbai india,rt hear reverse engineering covid vaccine india picked announcement date first bas ab vaccine banana n
11664,11716,1753,04 07 2020 07 59,mumbai india,rt fadnavis visited panvel covid hospital reviewed situation hospital officials panvel infection rate positivity rate
11684,11736,1773,04 07 2020 07 56,mumbai india,rt fadnavis visited panvel covid hospital reviewed situation hospital officials panvel infection rate positivity rate
11691,11743,1780,04 07 2020 07 54,mumbai india,rt general hospital leh also designated covid hospital patients beds spaced amp additional area
11705,11757,1794,04 07 2020 07 50,mumbai india,rt fadnavis visited panvel covid hospital reviewed situation hospital officials panvel infection rate positivity rate
11724,11776,1813,04 07 2020 07 42,mumbai india,rt fadnavis visited panvel covid hospital reviewed situation hospital officials panvel infection rate positivity rate
11741,11793,1830,04 07 2020 07 38,mumbai india,rt fadnavis visited panvel covid hospital reviewed situation hospital officials panvel infection rate positivity rate
11744,11796,1833,04 07 2020 07 37,mumbai india,rt bhiwandi emerged covid hotspot turning maharashtra newest challenge 17 covid19
11749,11801,1838,04 07 2020 07 34,mumbai india,rt fadnavis visited panvel covid hospital reviewed situation hospital officials panvel infection rate positivity rate
11754,11806,1843,04 07 2020 07 33,mumbai india,rt fadnavis visited panvel covid hospital reviewed situation hospital officials panvel infection rate positivity rate
11755,11807,1844,04 07 2020 07 33,mumbai india,rt fadnavis visited panvel covid hospital reviewed situation hospital officials panvel infection rate positivity rate
11756,11808,1845,04 07 2020 07 32,mumbai india,rt fadnavis visited panvel covid hospital reviewed situation hospital officials panvel infection rate positivity rate
11766,11818,1855,04 07 2020 07 29,mumbai india,started rapid antigen testing gives covid results within 30mins first priority north
11771,11823,1860,04 07 2020 07 28,mumbai india,rt fadnavis visited panvel covid hospital reviewed situation hospital officials panvel infection rate positivity rate
