,Unnamed: 0,Unnamed: 0.1,date,location,text
19,26,26,07 07 2020 22 22,mumbai india,rt 30 33 53 76 83 ages last 5 patients died icu shifts last 2 weeks due
20,27,27,07 07 2020 22 22,navi mumbai india,rt innovative minds indian railways showcase creative skills combat covid ideal device ensure socialdis
82,97,97,07 07 2020 20 02,mumbai bangalore raipur india,rt stand tall fight covid19 today 5 us laid life line duty 395 us tested po
109,127,127,07 07 2020 19 40,mumbai india,rt md er doctor sending kids school arizona fucking pandemic okay risking life trea
121,139,139,07 07 2020 19 35,mumbai india,rt 30 33 53 76 83 ages last 5 patients died icu shifts last 2 weeks due
135,154,154,07 07 2020 19 27,mumbai india,rt praja hosting webinar leveraging technology education covid 19 pandemic 16th july 2020
146,165,165,07 07 2020 19 19,mumbai india,rt naik makkah masjid mumbai turned oxygen center city struggles keep covid surge control
151,170,170,07 07 2020 19 12,mumbai india,rt worrying news akhilgogoi prison since 200 days shown covid symptoms given proper health c
158,177,177,07 07 2020 19 07,mumbai india,rt nikhil given covid induced volatility thoughts effectively diversify portfolio portfolio
161,180,180,07 07 2020 19 05,mumbai india,covid tests less less people wont panic government think like overcome
179,199,199,07 07 2020 18 45,mumbai india,rt nacpositivenews amid covid 19 crisis 456 830 people previously tested positive fought amp recovered pandemic
217,239,239,07 07 2020 18 15,mumbai india,rt long dry spell primary markets getting 1st ipo post covid lockdown coming one hott
219,241,241,07 07 2020 18 15,mumbai india,rt 30 33 53 76 83 ages last 5 patients died icu shifts last 2 weeks due
239,263,263,07 07 2020 18 07,mumbai india,rt tell us foodforthought comments workfromhome covid 2020 mymoneymantra
241,265,265,07 07 2020 18 06,mumbai india,rt innovative minds indian railways showcase creative skills combat covid ideal device ensure socialdis
252,277,277,07 07 2020 17 58,nashik mumbai india,rt fadnavis nashik interacting media visits covid hospitals coronainmaharashtra
262,287,287,07 07 2020 17 52,mumbai india,operation samudrasetu launched repatriate indians overseas covid 19 pandemic culminates suc
342,371,371,07 07 2020 17 19,mumbai india,covid 19 india daily tracker july 8 2020 1400hrs ist cases recorded 739 362 deaths recorded 20 656
343,372,372,07 07 2020 17 19,mumbai india,rt asymptomatic carriers carry hatred jealousy amp anger within us also carry love compassion kindne
346,375,375,07 07 2020 17 18,mumbai india,rt covid mulund tward board update 07 07 2020 indiafightscorona stayhome staysafe
376,406,406,07 07 2020 17 11,mumbai india,rt fadnavis nashik interacting media visits covid hospitals coronainmaharashtra
379,409,409,07 07 2020 17 10,mumbai india,rt com brazil media community sue bolsonaro stood close reporters amp removed mask announcing covid posit
432,464,464,07 07 2020 16 50,mumbai india,rt meet jaipur born indian uk resident volunteered part much talked oxford vaccine trial
459,492,492,07 07 2020 16 40,mumbai india,rt one three arrested accused provided shelter vikasdubey faridabad turns covid positive
469,503,503,07 07 2020 16 38,mumbai india,rt covid hearing press briefing tom 4 almost month talk abt 15 aug deadl
486,520,520,07 07 2020 16 33,mumbai india,rt worrying news akhilgogoi prison since 200 days shown covid symptoms given proper health c
494,528,528,07 07 2020 16 30,mumbai delhi india,rt p cant adequate stock maintained covid hospitals daily b
559,596,596,07 07 2020 16 14,mumbai india,spicejet offers covid 19 insurance cover passengers starting rs 443
572,609,609,07 07 2020 16 12,mumbai india,uttarakhand reopens tourism read tourism uttarakhand covid tourists
632,671,671,07 07 2020 16 04,mumbai india,rt leadership responses covid 19 crisis good bad ugly htt
649,689,689,07 07 2020 16 01,mumbai india,rt biotechs involved research covid 19 seen stock performance grow 233 average check fu
684,724,724,07 07 2020 15 50,mumbai india,rt aahil saif 5 twin sister amp mother urging reunite family
691,731,731,07 07 2020 15 48,mumbai india,rt 30 33 53 76 83 ages last 5 patients died icu shifts last 2 weeks due
700,741,741,07 07 2020 15 43,mumbai india,rt innovative minds indian railways showcase creative skills combat covid ideal device ensure socialdis
712,753,753,07 07 2020 15 40,navi mumbai india,feel wearing mask days causes heat face remember people wear 3 football shi
718,761,761,07 07 2020 15 37,mumbai india,rt covid hearing press briefing tom 4 almost month talk abt 15 aug deadl
757,800,800,07 07 2020 15 21,mumbai india,whereis working president hon bl minister twitterktr aggressively respo
760,803,803,07 07 2020 15 20,mulund mumbai india,rt 500 crores allocated new secretariat building middle eastern architecture looks like many tombs
775,819,819,07 07 2020 15 11,mumbai india,rt covid hearing press briefing tom 4 almost month talk abt 15 aug deadl
856,905,905,07 07 2020 14 45,mumbai india,total active cases maharashtra 91065 total cases maharashtra crosses 90k mark total discharge maharasht
872,922,922,07 07 2020 14 38,india mumbai,rt gtbeeps madurai restaurant chain developed something called mask parotta create awareness covi
892,943,943,07 07 2020 14 33,mumbai india,rt stringent social distancing hygiene unique best practices ishayogacenter remained covid 19 free thr
911,963,963,07 07 2020 14 27,mumbai india,rt innovative minds indian railways showcase creative skills combat covid ideal device ensure socialdis
956,1008,1007,07 07 2020 14 11,mumbai india,rt fadnavis nashik interacting media visits covid hospitals coronainmaharashtra
973,1025,1025,07 07 2020 14 05,mumbai india,excellent move bring peace mind amp relief many worried getting prescr
981,1033,1033,07 07 2020 14 02,mumbai india,day 1 covid season 1st testcricket match eng vs wi engvswi wiveng
998,1050,1050,07 07 2020 13 57,mumbai india,rt makkah masjid mumbai turned oxygen center city struggles keep covid surge control http
1013,1065,1065,07 07 2020 13 50,mumbai india,rt fadnavis nashik interacting media visits covid hospitals coronainmaharashtra
1016,1068,1068,07 07 2020 13 49,mumbai india,rt afwa mukkam area committee donated smartphones needy people online classes going covid 19 pan
1068,1120,1120,07 07 2020 13 35,akola india mumbai,rt fadnavis visited panvel covid hospital reviewed situation hospital officials panvel infection rate positivity rate
1076,1128,1128,07 07 2020 13 33,mumbai india,rt 30 33 53 76 83 ages last 5 patients died icu shifts last 2 weeks due
1121,1173,1173,07 07 2020 13 22,mumbai india,rt programs like pgky pmgkay amp mgnregs aatmanirbharbharat taking care needs poor migrants amp vulne
1148,1200,1200,07 07 2020 13 11,mumbai india,covid 19 airborne coronavirus covid19 covid coronavirusindia airborne india reporticnews
1177,1229,1229,07 07 2020 13 00,mumbai india,rt fadnavis nashik interacting media visits covid hospitals coronainmaharashtra
1180,1232,1232,07 07 2020 13 00,mumbai india,rt hindu sardard isai since covid stopped going toilet dinner dude manage c
1239,1291,1291,07 07 2020 12 43,mumbai india,rt 30 33 53 76 83 ages last 5 patients died icu shifts last 2 weeks due
1242,1294,1294,07 07 2020 12 42,mumbai india,rt innovative minds indian railways showcase creative skills combat covid ideal device ensure socialdis
1286,1338,1338,07 07 2020 12 31,mumbai india,rt 30 33 53 76 83 ages last 5 patients died icu shifts last 2 weeks due
1335,1387,1387,07 07 2020 12 21,mumbai india,rt india might see 2 87 lakh covid cases per day february 2021 study reveals
1367,1419,1419,07 07 2020 12 12,mumbai india,rt visited covid care centre patanjali yogpeeth mirza palashbari today review treatment facilities amp infra
1373,1425,1425,07 07 2020 12 12,navi mumbai india,rt innovative minds indian railways showcase creative skills combat covid ideal device ensure socialdis
1378,1430,1430,07 07 2020 12 10,mumbai india,modi lockdown one strongest shutdowns world yet covid cases crossed 7 lakh mark gov
1432,1484,1484,07 07 2020 11 57,mumbai new delhi patna india,patna total lockdown week july 10 due surge covid cases
1465,1517,1517,07 07 2020 11 45,mumbai india,suasthhospital opens 100 bed covid care facility health healthcare healthnews indiaincfightscovid19
1479,1531,1531,07 07 2020 11 43,mumbai india,cbse like class 11 2020 turned nazi covid stop politicising education
1563,1615,1615,07 07 2020 11 13,mumbai india,rt fadnavis nashik interacting media visits covid hospitals coronainmaharashtra
1603,1655,1655,07 07 2020 11 00,mumbai india,rt innovative minds indian railways showcase creative skills combat covid ideal device ensure socialdis
1638,1690,1690,07 07 2020 10 49,mumbai india,rt md shamim 3rd generation grave digger cut cake celebrate 39th birthday ito kabristan shamim buried 429 co
1660,1712,1712,07 07 2020 10 38,mumbai maharashtra india,rt fadnavis nashik interacting media visits covid hospitals coronainmaharashtra
1661,1713,1713,07 07 2020 10 38,mumbai india,webinar mentalhealth firstaid covid related psychosocialdistress amp building skills respond fron
1698,1750,1750,07 07 2020 10 27,mumbai india,rt innovative minds indian railways showcase creative skills combat covid ideal device ensure socialdis
1718,1770,1770,07 07 2020 10 21,mumbai india,rt 30 33 53 76 83 ages last 5 patients died icu shifts last 2 weeks due
1733,1785,1785,07 07 2020 10 17,mumbai india,rt 30 33 53 76 83 ages last 5 patients died icu shifts last 2 weeks due
1838,1890,1890,07 07 2020 09 58,mumbai india,rt praja hosting webinar leveraging technology education covid 19 pandemic 16th july 2020
1842,1894,1894,07 07 2020 09 57,mumbai india,rt someone say smokers vulnerable get covid definitely got check sciencesurprises yet ag
1854,1906,1906,07 07 2020 09 54,navi mumbai india,saudia carried 75 000t vital cargo 1500 flights amid covid 19 airlines medicine aviation avgeek
1917,1969,1969,07 07 2020 09 33,mumbai india,cricket lover wait howz engvswi icc ecb westindies cricketisback cricket covid fightcovid19
1938,1990,1990,07 07 2020 09 24,mumbai india,rt india mmr covid update new cases stable mumbai early signs stabilizing thane cases still growing
1944,1996,1996,07 07 2020 09 23,mumbai india,rt 30 33 53 76 83 ages last 5 patients died icu shifts last 2 weeks due
1963,2015,2015,07 07 2020 09 16,mumbai india,rt innovative minds indian railways showcase creative skills combat covid ideal device ensure socialdis
1971,2023,2023,07 07 2020 09 14,mumbai india,rt innovative minds indian railways showcase creative skills combat covid ideal device ensure socialdis
2022,2074,2074,07 07 2020 09 00,mumbai jabalpur india,rt india might see 2 87 lakh covid cases per day february 2021 study reveals
2026,2078,2078,07 07 2020 07 59,mumbai india,rt 30 33 53 76 83 ages last 5 patients died icu shifts last 2 weeks due
2035,2087,2077,07 07 2020 07 56,mumbai india,rt strengthen central govt efforts reduce covid mortality aiims delhi starts tele consultation guidance state
2046,2098,2098,07 07 2020 07 53,mumbai india,rt fadnavis nashik interacting media visits covid hospitals coronainmaharashtra
2061,2113,2113,07 07 2020 07 49,mumbai india,rt innovative minds indian railways showcase creative skills combat covid ideal device ensure socialdis
2066,2118,2118,07 07 2020 07 48,mumbai india,rt fadnavis nashik interacting media visits covid hospitals coronainmaharashtra
2073,2125,2125,07 07 2020 07 45,mumbai india,rt fadnavis nashik interacting media visits covid hospitals coronainmaharashtra
2076,2128,2128,07 07 2020 07 44,mumbai india,rt future safety movement much dependent upon invention safety devices improvement
2106,2158,2158,07 07 2020 07 34,mumbai india,rt maharashtra start testing covid without prescription today private labs say yet recei
2117,2169,2169,07 07 2020 07 31,mumbai india,rt fadnavis nashik interacting media visits covid hospitals coronainmaharashtra
2124,2176,2176,07 07 2020 07 29,mumbai india,rt fadnavis nashik interacting media visits covid hospitals coronainmaharashtra
2164,2216,2216,07 07 2020 07 21,mumbai india,rt fadnavis nashik interacting media visits covid hospitals coronainmaharashtra
2167,2219,2219,07 07 2020 07 20,mumbai india,rt fadnavis nashik interacting media visits covid hospitals coronainmaharashtra
2174,2226,2226,07 07 2020 07 18,mumbai india,rt fadnavis nashik interacting media visits covid hospitals coronainmaharashtra
2177,2229,2229,07 07 2020 07 18,mumbai india,rt fadnavis nashik interacting media visits covid hospitals coronainmaharashtra
2181,2233,2233,07 07 2020 07 17,mumbai india,rt fadnavis nashik interacting media visits covid hospitals coronainmaharashtra
2183,2235,2235,07 07 2020 07 16,mumbai india,rt fadnavis nashik interacting media visits covid hospitals coronainmaharashtra
2192,2244,2244,07 07 2020 07 13,mumbai india,rt fadnavis nashik interacting media visits covid hospitals coronainmaharashtra
2193,2245,2245,07 07 2020 07 12,mumbai india,rt fadnavis nashik interacting media visits covid hospitals coronainmaharashtra
2201,2253,2253,07 07 2020 07 10,mumbai india,rt fadnavis nashik interacting media visits covid hospitals coronainmaharashtra
2207,2259,2259,07 07 2020 07 09,mumbai india,rt fadnavis nashik interacting media visits covid hospitals coronainmaharashtra
2229,2281,2281,07 07 2020 07 04,mumbai india,rt missing mumbai much let us know comments miss using imissmumbai
2236,2288,2288,07 07 2020 07 02,mumbai india,rt innovative minds indian railways showcase creative skills combat covid ideal device ensure socialdis
2241,2293,2293,07 07 2020 07 01,mumbai india,india expects covid vaccine year end pharma pharmanews indiaincfightscovid19
2245,2297,2297,07 07 2020 07 00,mumbai india,rt thane 72 year old patient missing hospital dead cremated 4 days ago another patient family inquiry underw
2261,2313,2313,07 07 2020 07 56,mumbai india,rt md shamim 3rd generation grave digger cut cake celebrate 39th birthday ito kabristan shamim buried 429 co
2290,2342,2342,07 07 2020 07 52,mumbai india,rt acetforafrica imfnews devt partners best support african economies rebound afterm
2306,2358,2358,07 07 2020 07 48,mumbai india,rt missing mumbai much let us know comments miss using imissmumbai
2364,2416,2416,07 07 2020 07 31,mumbai india,rt kul covid 19 claims general insurance council daily rate chart covid 19 hospitalisation explained
2371,2423,2423,07 07 2020 07 29,mumbai india,rt commemorating brave soldiers grit valour india named wards largest covid care centre
2384,2436,2436,07 07 2020 07 26,mumbai india,csir laxai life sciences focus combined treatment covid 19 via social
2386,2438,2438,07 07 2020 07 26,mumbai india,rt today indian muslims face dual threat covid amp islamophobia anti muslim racism feature modi govt whos
2388,2440,2440,07 07 2020 07 25,mumbai india,antigen based tests gives results half hour covid positive
2415,2467,2467,07 07 2020 07 17,mumbai india,rt md shamim 3rd generation grave digger cut cake celebrate 39th birthday ito kabristan shamim buried 429 co
2433,2485,2485,07 07 2020 07 13,mumbai india,rt india might see 2 87 lakh covid cases per day february 2021 study reveals
2461,2513,2513,07 07 2020 07 06,mumbai india,rt 30 33 53 76 83 ages last 5 patients died icu shifts last 2 weeks due
2469,2521,2521,07 07 2020 07 05,mumbai india,rt 30 33 53 76 83 ages last 5 patients died icu shifts last 2 weeks due
2489,2541,2541,07 07 2020 06 57,mumbai india,rt stringent social distancing hygiene unique best practices ishayogacenter remained covid 19 free thr
2497,2549,2549,07 07 2020 06 53,mumbai india,rt thread extremely high rates charged patients covid treatment often violation
2499,2551,2551,07 07 2020 06 52,mumbai india,rt best explanation case count falls every monday lies testing figures covid covid 19 covid19
2502,2554,2554,07 07 2020 06 51,mumbai india,rt 30 33 53 76 83 ages last 5 patients died icu shifts last 2 weeks due
2511,2563,2563,07 07 2020 06 50,mumbai india,best explanation case count falls every monday lies testing figures covid covid 19
2523,2575,2575,07 07 2020 06 47,mumbai india,rt 30 33 53 76 83 ages last 5 patients died icu shifts last 2 weeks due
2526,2578,2578,07 07 2020 06 47,mumbai india,rt stringent social distancing hygiene unique best practices ishayogacenter remained covid 19 free thr
2558,2610,2610,07 07 2020 06 35,mumbai india,rt 30 33 53 76 83 ages last 5 patients died icu shifts last 2 weeks due
2567,2619,2619,07 07 2020 06 32,mumbai india,avoid touching masks centre covid covid19 covid 19 lockdown draltamashshaikh safety awareness mask
2589,2641,2641,07 07 2020 06 26,mumbai india,rt missing mumbai much let us know comments miss using imissmumbai
2623,2675,2675,07 07 2020 06 20,mumbai india,rt covid 19 chinese virus boycott china boycott chinese things china covid chineseappsblocked chinagetout
2625,2677,2677,07 07 2020 06 20,mumbai india,rt india panel discussion aictedge prof advisor aicte would chair panel discussion employability pos
2627,2679,2679,07 07 2020 06 19,mumbai india,rt thane 72 year old patient missing hospital dead cremated 4 days ago another patient family inquiry underw
2641,2693,2693,07 07 2020 06 16,mumbai india,rt 30 33 53 76 83 ages last 5 patients died icu shifts last 2 weeks due
2668,2720,2720,07 07 2020 06 10,mumbai india,covid 19 mother delivers baby free infection father joy knows bounds although could see first born
2698,2750,2750,07 07 2020 06 01,mumbai india,rt 30 33 53 76 83 ages last 5 patients died icu shifts last 2 weeks due
2714,2766,2766,07 07 2020 05 59,mumbai india,rt india mmr covid update new cases stable mumbai early signs stabilizing thane cases still growing
2728,2780,2780,07 07 2020 05 52,mumbai india,rt nikhil given covid induced volatility thoughts effectively diversify portfolio portfolio
2730,2782,2782,07 07 2020 05 52,mumbai india,rt 30 33 53 76 83 ages last 5 patients died icu shifts last 2 weeks due
2757,2809,2809,07 07 2020 05 47,mumbai india,rt 30 33 53 76 83 ages last 5 patients died icu shifts last 2 weeks due
2772,2824,2824,07 07 2020 05 44,mumbai india,currently around 4 500 covid tests done average mumbai july 6 bmc update said 3 961
2815,2867,2867,07 07 2020 05 35,mumbai india,rt stringent social distancing hygiene unique best practices ishayogacenter remained covid 19 free thr
2863,2915,2915,07 07 2020 05 26,mumbai india,future safety movement much dependent upon invention safety devices improvem
2865,2917,2917,07 07 2020 05 26,mumbai india,rt india might see 2 87 lakh covid cases per day february 2021 study reveals
2884,2936,2936,07 07 2020 05 21,mumbai india,rt 30 33 53 76 83 ages last 5 patients died icu shifts last 2 weeks due
2890,2942,2942,07 07 2020 05 20,mumbai india,rt nurse pulls back 50 year old covid 19 patient also suffering kidney failure undergoing dialysis coro
2895,2947,2947,07 07 2020 05 20,mumbai india,rt major decision amidst covid pandemic mumbai municipal corporation allowed anyone mumbai get
2901,2953,2953,07 07 2020 05 19,mumbai india,rt stringent social distancing hygiene unique best practices ishayogacenter remained covid 19 free thr
2904,2956,2956,07 07 2020 05 18,mumbai india,rt major decision amidst covid pandemic mumbai municipal corporation allowed anyone mumbai get
2907,2959,2959,07 07 2020 05 18,mumbai india,rt major decision amidst covid pandemic mumbai municipal corporation allowed anyone mumbai get
2916,2968,2968,07 07 2020 05 16,mumbai india,major decision amidst covid pandemic mumbai municipal corporation allowed anyone mumbai
2938,2990,2990,07 07 2020 05 12,mumbai india,rt amidst covid 19 pakistan continues support terror says india united nations
2948,3000,3000,07 07 2020 05 10,mumbai india,rt oncnbctv18 vaccine covid drugs likely boost sentiment h2 says nilesh shah tells
2958,3010,3010,07 07 2020 05 09,india mumbai,rt 07 1st corona vaccine volunteer jennifer haller became first person history test potential vaccine covid 19
2981,3033,3033,07 07 2020 05 06,mumbai india,rt india mmr covid update new cases stable mumbai early signs stabilizing thane cases still growing
2982,3034,3034,07 07 2020 05 06,mumbai india,rt india mmr covid update new cases stable mumbai early signs stabilizing thane cases still growing
2985,3037,3037,07 07 2020 05 05,mumbai india,rt stringent social distancing hygiene unique best practices ishayogacenter remained covid 19 free thr
2997,3049,3049,07 07 2020 05 03,mumbai india,namaste dear friends wanted know viewpoint dangerous current situation covid 19
3021,3073,3073,07 07 2020 05 00,navi mumbai india,mmr covid update new cases stable mumbai early signs stabilizing thane cases still gro
3036,3088,3078,07 07 2020 04 56,mumbai india,rt bjp mla yogesh sagar accused bmc negligence said dialysis facilities covid 19 patients
3053,3105,3105,07 07 2020 04 53,mumbai india,rt fadnavis visited panvel covid hospital reviewed situation hospital officials panvel infection rate positivity rate
3113,3165,3165,07 07 2020 04 45,mumbai india,rt fadnavis visited panvel covid hospital reviewed situation hospital officials panvel infection rate positivity rate
3167,3219,3219,07 07 2020 04 38,mumbai india,rt cbse announced rationalised almost third syllabuses classes 9 12 make academic lo
3199,3251,3251,07 07 2020 04 30,mumbai india,bjp mla yogesh sagar accused bmc negligence said dialysis facilities covid 19 patients
3206,3258,3258,07 07 2020 04 30,mumbai india,shalini arya formulations used address nutritional needs slum dwellers know scientist
3216,3268,3268,07 07 2020 04 27,mumbai india,rt stringent social distancing hygiene unique best practices ishayogacenter remained covid 19 free thr
3238,3290,3290,07 07 2020 04 24,mumbai india,rt india might see 2 87 lakh covid cases per day february 2021 study reveals
3268,3320,3320,07 07 2020 04 18,navi mumbai india,rt stringent social distancing hygiene unique best practices ishayogacenter remained covid 19 free thr
3362,3414,3414,07 07 2020 04 03,mumbai india,rt india might see 2 87 lakh covid cases per day february 2021 study reveals
3371,3423,3423,07 07 2020 04 01,mumbai india,rt missing mumbai much let us know comments miss using imissmumbai
3396,3448,3448,07 07 2020 03 57,mumbai india,rt american heart association hitachi vantara burstiq bring global covid 19 datasets researchers clinicians
3409,3461,3461,07 07 2020 03 54,mumbai india,rt 30 33 53 76 83 ages last 5 patients died icu shifts last 2 weeks due
3410,3462,3462,07 07 2020 03 54,mumbai india,rt 30 33 53 76 83 ages last 5 patients died icu shifts last 2 weeks due
3431,3483,3483,07 07 2020 03 50,mumbai india,nurse pulls back 50 year old covid 19 patient also suffering kidney failure undergoing dialysis
3473,3525,3525,07 07 2020 03 39,mumbai india,rt thane 72 year old patient missing hospital dead cremated 4 days ago another patient family inquiry underw
3482,3534,3534,07 07 2020 03 37,mumbai india,rt auctioning paintings donated rs 9 crore towards covid 19 relief sadhguru ishafo
3496,3548,3548,07 07 2020 03 35,mumbai india,rt hrd ministry asked cbse reduce syllabus classes 9 12 30 make academic loss caused
3517,3569,3569,07 07 2020 03 30,mumbai india,thane 72 year old patient missing hospital dead cremated 4 days ago another patient family inquiry
3544,3596,3596,07 07 2020 03 25,mumbai india,missing mumbai much let us know comments miss using
3594,3646,3646,07 07 2020 03 10,mumbai india,covid 19 latestnews mumbai records lowest single day spike shops remain open additional 2 hours
3600,3652,3652,07 07 2020 03 06,mumbai india,rt shardul research fellows sohini banerjee varun marwah shared article cio need stronger encryption
3647,3699,3699,07 07 2020 02 41,mumbai india,sub inspector priya garud constable asmita jadhav shielded heavyrains four hours till ambulance
3652,3704,3704,07 07 2020 02 37,mumbai india,rt 30 33 53 76 83 ages last 5 patients died icu shifts last 2 weeks due
3667,3719,3719,07 07 2020 02 24,mumbai india,rt win dharavi win mumbai great work day single case asia largest slum 1
3684,3736,3736,07 07 2020 02 07,mumbai india,rt sushant singh last video dil bechara trailer dilbecharatrailer dilbechara dilbech
3758,3810,3810,07 07 2020 00 58,mumbai india,rt stringent social distancing hygiene unique best practices ishayogacenter remained covid 19 free thr
3786,3838,3838,07 07 2020 00 13,mumbai india,rt vultures lap story like everyone loves famine dr kang came fixed
3832,3884,42,06 07 2020 21 27,mumbai india,rt bmc data shows 4 500 plus covid deaths reported mumbai far maximum bmc g
3835,3887,45,06 07 2020 21 20,mumbai india,video truth every year mumbai faced waterlogging issue monsoon grave shown video kept
3842,3894,52,06 07 2020 21 01,mumbai india,need blood plasma covid positive patient aged 71 years condition critical apex hospital borivali bloor g
3874,3926,84,06 07 2020 20 20,mumbai india,rt nandini aalu bonda fadnavis yesterday city visit covid hospital think video
3875,3927,85,06 07 2020 20 19,mumbai india,rt fadnavis thane interacting media visits covid hospitals amp quarantine centres coronainmaharashtra
3889,3941,99,06 07 2020 20 07,mumbai india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
3890,3942,100,06 07 2020 20 06,mumbai india,rt met 20 yr olds living alone city struggling survive job loss savings run desperate avoid returnin
3911,3963,121,06 07 2020 19 45,mumbai india,rt please help get home permanent resident india stranded uk please read statement oci vandebhara
3925,3977,135,06 07 2020 19 33,mumbai india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
3945,3997,155,06 07 2020 19 24,mumbai india,rt today dr donated plasma sewa hee darma hai dr proved today btw recovered fully
3953,4005,163,06 07 2020 19 18,mumbai india,rt among many whose aviation activities sidelined covid pandemic hope use
3958,4010,168,06 07 2020 19 16,mumbai india,rt covid19 outbreak lockdowns led rise stress amp anxiety among people mindfulness meditation gr
3966,4018,176,06 07 2020 19 10,mumbai india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
3974,4026,184,06 07 2020 19 04,mumbai india,rt please help get home permanent resident india stranded uk please read statement oci vandebhara
3975,4027,185,06 07 2020 19 04,mumbai india,rt become 3rd worst hit covid us brazil
3990,4042,200,06 07 2020 18 59,mumbai india,rt expects strong recovery dec end despite covid setback remains optimistic gro
4007,4059,217,06 07 2020 18 51,mumbai india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
4018,4070,228,06 07 2020 18 47,mumbai india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
4023,4075,233,06 07 2020 18 45,mumbai india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
4031,4083,241,06 07 2020 18 42,mumbai india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
4033,4085,243,06 07 2020 18 41,mumbai india,rt health workers employed kasturba hospital college nursing paid salaries last 3 months
4066,4118,276,06 07 2020 18 29,mumbai india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
4076,4128,286,06 07 2020 18 26,mumbai india,rt today dr donated plasma sewa hee darma hai dr proved today btw recovered fully
4104,4156,314,06 07 2020 18 15,mumbai india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
4110,4162,320,06 07 2020 18 14,mumbai india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
4135,4187,345,06 07 2020 18 06,mumbai india,actress turned mp sumalathaambareesh congress mla hd ranganath tested positive covid 19 karnataka
4142,4194,352,06 07 2020 18 04,mumbai india,rt auction sadhguru painting honoring bhairava bull ishayogacenter passed recently closed inr 5
4145,4197,355,06 07 2020 18 03,mumbai india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
4153,4205,363,06 07 2020 18 02,navi mumbai india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
4169,4221,379,06 07 2020 17 59,mumbai india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
4182,4234,392,06 07 2020 17 56,mumbai india,rt auction sadhguru painting honoring bhairava bull ishayogacenter passed recently closed inr 5
4202,4254,412,06 07 2020 17 51,mumbai india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
4210,4262,420,06 07 2020 17 49,mumbai india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
4213,4265,423,06 07 2020 17 48,mumbai india,rt staying safe safest get insured covid relax one worry list go
4216,4268,426,06 07 2020 17 48,mumbai india,rt hi dear sir bescom nitesh estates residents partially completed nitesh columbus square lost
4226,4278,436,06 07 2020 17 46,mumbai india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
4233,4285,443,06 07 2020 17 44,mumbai india,rt 1340 beds covid patients available gandhi hospital 1058 king koti 238 chest hospital 25 fever hospital
4236,4288,446,06 07 2020 17 44,mumbai india,rt india takes russia third worst hit nation covid 19 tally communitytransmission yet th
4268,4320,478,06 07 2020 17 36,mumbai india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
4271,4323,481,06 07 2020 17 35,mumbai india,rt auction sadhguru painting honoring bhairava bull ishayogacenter passed recently closed inr 5
4278,4330,488,06 07 2020 17 33,mumbai india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
4282,4334,492,06 07 2020 17 32,navi mumbai india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
4290,4342,500,06 07 2020 17 31,mumbai india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
4310,4362,520,06 07 2020 17 28,mumbai india,rt cmie impact covid 19 air passenger traffic
4313,4365,523,06 07 2020 17 27,mumbai india,rt covid mulund tward board update 06 07 2020 indiafightscorona stayhome staysafe
4314,4366,524,06 07 2020 17 27,mumbai india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
4358,4410,568,06 07 2020 17 16,mumbai india,rt ultimate hill experience sans whiff covid paradise hills lavasalakecity short magical drive
4359,4411,569,06 07 2020 17 16,mumbai india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
4361,4413,571,06 07 2020 17 16,mumbai india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
4410,4462,620,06 07 2020 17 05,mumbai india,dammmmmm soo trueeeee instagood covid follow like standupcomedyshow standupcomic rivandy viral comic
4414,4466,624,06 07 2020 17 04,mumbai india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
4451,4503,661,06 07 2020 16 55,mumbai india,rt auctioning paintings donated rs 9 crore towards covid 19 relief sadhguru ishafo
4456,4508,666,06 07 2020 16 55,mumbai india,rt fadnavis thane interacting media visits covid hospitals amp quarantine centres coronainmaharashtra
4457,4509,667,06 07 2020 16 55,mumbai india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
4473,4525,683,06 07 2020 16 52,mumbai india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
4476,4528,686,06 07 2020 16 51,mumbai india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
